image_width,image_height,filter_size,filter_type,version,device_name,block_width,block_height,repeat_count,estimated_operations,cpu_time_ms,cpu_min_time_ms,cpu_max_time_ms,cpu_stddev_time_ms,gpu_kernel_time_ms,gpu_kernel_min_time_ms,gpu_kernel_max_time_ms,gpu_kernel_stddev_time_ms,gpu_total_time_ms,gpu_total_min_time_ms,gpu_total_max_time_ms,gpu_total_stddev_time_ms,gpu_allocation_time_ms,gpu_host_to_device_time_ms,gpu_device_to_host_time_ms,gpu_free_time_ms,kernel_speedup,total_speedup,cpu_gflops,gpu_kernel_gflops,max_abs_error,mean_abs_error,passed
512,512,3,gaussian,cuda_register_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",16,16,5,4718592,2.206300,2.179400,2.284500,0.039388,0.018227,0.012288,0.040960,0.011373,0.873227,0.867288,0.895960,0.011373,0.161800,0.277900,0.132800,0.282500,121.044373,2.526605,2.138690,258.876404,0.000000,0.000000,true
512,512,3,gaussian,cuda_separable,"NVIDIA GeForce RTX 4070 Laptop GPU",16,16,5,3145728,2.206300,2.179400,2.284500,0.039388,0.026419,0.016384,0.065536,0.019562,1.117519,1.107484,1.156636,0.019562,0.131900,0.495100,0.194300,0.269800,83.511234,1.974284,1.425793,119.069767,0.000000,0.000000,true
512,512,3,gaussian,cuda_naive_global_memory,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.206300,2.179400,2.284500,0.039388,0.019194,0.013312,0.038912,0.009881,0.906394,0.900512,0.926112,0.009881,0.112800,0.322800,0.134900,0.316700,114.949778,2.434152,2.138690,245.841953,0.000000,0.000000,true
512,512,3,gaussian,cuda_shared_memory_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.206300,2.179400,2.284500,0.039388,0.030291,0.015264,0.063488,0.019547,0.936291,0.921264,0.969488,0.019547,0.165500,0.345000,0.134200,0.261300,72.836337,2.356425,2.138690,155.774353,0.000000,0.000000,true
512,512,3,gaussian,cuda_shared_constant_filter,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.206300,2.179400,2.284500,0.039388,0.031277,0.014336,0.064320,0.021006,1.019677,1.002736,1.052720,0.021006,0.112900,0.356300,0.135300,0.383900,70.541104,2.163725,2.138690,150.865562,0.000000,0.000000,true
512,512,3,gaussian,cuda_multi_output,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.206300,2.179400,2.284500,0.039388,0.027034,0.013312,0.047104,0.016392,0.994334,0.980612,1.014404,0.016392,0.176700,0.362400,0.137400,0.290800,81.613250,2.218873,2.138690,174.545452,0.000000,0.000000,true
512,512,3,gaussian,cuda_register_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.206300,2.179400,2.284500,0.039388,0.020890,0.012288,0.054272,0.016696,0.937690,0.929088,0.971072,0.016696,0.119900,0.367900,0.137900,0.291100,105.617148,2.352911,2.138690,225.882351,0.000000,0.000000,true
512,512,3,gaussian,cuda_separable,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,3145728,2.206300,2.179400,2.284500,0.039388,0.029485,0.016384,0.050144,0.015661,1.038585,1.025484,1.059244,0.015661,0.157500,0.461300,0.133100,0.257200,74.828385,2.124333,1.425793,106.689818,0.000000,0.000000,true
512,512,3,gaussian,cuda_naive_global_memory,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,4718592,2.206300,2.179400,2.284500,0.039388,0.027354,0.014336,0.048896,0.015682,0.942554,0.929536,0.964096,0.015682,0.136900,0.342600,0.139200,0.296500,80.658487,2.340769,2.138690,172.503509,0.000000,0.000000,true
512,512,3,gaussian,cuda_shared_memory_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,4718592,2.206300,2.179400,2.284500,0.039388,0.026624,0.015360,0.070656,0.022020,0.934824,0.923560,0.978856,0.022020,0.156700,0.366900,0.133400,0.251200,82.868840,2.360123,2.138690,177.230769,0.000000,0.000000,true
