image_width,image_height,filter_size,filter_type,version,device_name,repeat_count,estimated_operations,cpu_time_ms,cpu_min_time_ms,cpu_max_time_ms,cpu_stddev_time_ms,gpu_kernel_time_ms,gpu_kernel_min_time_ms,gpu_kernel_max_time_ms,gpu_kernel_stddev_time_ms,gpu_total_time_ms,gpu_total_min_time_ms,gpu_total_max_time_ms,gpu_total_stddev_time_ms,gpu_allocation_time_ms,gpu_host_to_device_time_ms,gpu_device_to_host_time_ms,gpu_free_time_ms,kernel_speedup,total_speedup,cpu_gflops,gpu_kernel_gflops,max_abs_error,mean_abs_error,passed
512,512,5,sharpen,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,13107200,7.354980,7.195900,7.469300,0.117565,0.109926,0.108864,0.112064,0.001122,2.905826,2.904764,2.907964,0.001122,1.038300,0.803800,0.485800,0.468000,66.908222,2.531115,1.782085,119.236144,0.000001,0.000000,true
512,512,5,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,13107200,7.354980,7.195900,7.469300,0.117565,0.119264,0.118176,0.120832,0.001126,1.764164,1.763076,1.765732,0.001126,0.151000,0.621800,0.516600,0.355500,61.669741,4.169102,1.782085,109.900724,0.000001,0.000000,true
512,512,5,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,13107200,7.354980,7.195900,7.469300,0.117565,0.101568,0.098336,0.106304,0.002803,3.055068,3.051836,3.059804,0.002803,0.301900,0.796000,0.883900,0.971700,72.414342,2.407469,1.782085,129.048517,0.000001,0.000000,true
512,512,5,sobel,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,13107200,7.210560,6.719300,7.517000,0.327120,0.108390,0.106784,0.110944,0.001506,2.221790,2.220184,2.224344,0.001506,0.234600,0.720800,0.602700,0.555300,66.523972,3.245383,1.817778,120.925837,0.000000,0.000000,true
512,512,5,sobel,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,13107200,7.210560,6.719300,7.517000,0.327120,0.123974,0.122496,0.127712,0.001947,3.059874,3.058396,3.063612,0.001947,0.228300,0.963300,1.008900,0.735400,58.161685,2.356489,1.817778,105.725054,0.000000,0.000000,true
512,512,5,sobel,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,13107200,7.210560,6.719300,7.517000,0.327120,0.099667,0.098304,0.101728,0.001193,1.793067,1.791704,1.795128,0.001193,0.217400,0.623100,0.499300,0.353600,72.346368,4.021355,1.817778,131.509664,0.000000,0.000000,true
512,512,7,box,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.693640,12.446500,13.131000,0.237949,0.192256,0.191040,0.194464,0.001253,2.154856,2.153640,2.157064,0.001253,0.240900,0.638400,0.634200,0.449100,66.024676,5.890714,2.023857,133.624502,0.000000,0.000000,true
512,512,7,box,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.693640,12.446500,13.131000,0.237949,0.202963,0.200704,0.205024,0.001754,3.135563,3.133304,3.137624,0.001754,0.421300,0.718500,1.159800,0.633000,62.541585,4.048281,2.023857,126.575223,0.000000,0.000000,true
512,512,7,box,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.693640,12.446500,13.131000,0.237949,0.143827,0.143328,0.144800,0.000565,1.666627,1.666128,1.667600,0.000565,0.156200,0.587100,0.489600,0.289900,88.256185,7.616364,2.023857,178.617897,0.000000,0.000000,true
512,512,7,box,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,7340032,12.693640,12.446500,13.131000,0.237949,0.099117,0.097344,0.102720,0.001892,3.243317,3.241544,3.246920,0.001892,0.955100,1.296300,0.503000,0.389800,128.067491,3.913784,0.578245,74.054368,0.000000,0.000000,true
512,512,7,gaussian,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,13.410500,12.824600,14.221100,0.496476,0.215744,0.199392,0.244416,0.016879,2.900044,2.883692,2.928716,0.016879,0.330400,0.575100,0.890900,0.887900,62.159318,4.624240,1.915671,119.076831,0.000000,0.000000,true
512,512,7,gaussian,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,13.410500,12.824600,14.221100,0.496476,0.200858,0.199680,0.202720,0.001002,3.246058,3.244880,3.247920,0.001002,0.705800,1.348100,0.547700,0.443600,66.766207,4.131319,1.915671,127.902117,0.000000,0.000000,true
512,512,7,gaussian,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,13.410500,12.824600,14.221100,0.496476,0.154989,0.144896,0.177056,0.012914,1.907589,1.897496,1.929656,0.012914,0.143800,0.608800,0.606300,0.393700,86.525608,7.030079,1.915671,165.754637,0.000000,0.000000,true
512,512,7,gaussian,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,7340032,13.410500,12.824600,14.221100,0.496476,0.106323,0.098880,0.123680,0.008891,1.896523,1.889080,1.913880,0.008891,0.229400,0.594000,0.505700,0.461100,126.129574,7.071097,0.547335,69.035093,0.000000,0.000000,true
512,512,7,sharpen,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.867680,12.495600,13.362200,0.325261,0.192934,0.191840,0.194976,0.001065,2.188134,2.187040,2.190176,0.001065,0.245400,0.716900,0.510500,0.522400,66.694585,5.880663,1.996484,133.154645,0.000001,0.000000,true
512,512,7,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.867680,12.495600,13.362200,0.325261,0.207731,0.200704,0.229344,0.010880,3.980031,3.973004,4.001644,0.010880,0.411400,1.230000,1.124200,1.006700,61.943898,3.233060,1.996484,123.669976,0.000001,0.000000,true
512,512,7,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.867680,12.495600,13.362200,0.325261,0.144698,0.143808,0.145408,0.000660,1.757098,1.756208,1.757808,0.000660,0.167700,0.625100,0.539600,0.280000,88.928081,7.323259,1.996484,177.543455,0.000001,0.000000,true
512,512,7,sobel,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.881540,12.702200,13.289000,0.208928,0.201171,0.197376,0.210528,0.004799,2.699771,2.695976,2.709128,0.004799,0.231800,0.760000,0.711700,0.795100,64.032725,4.771345,1.994335,127.702734,0.000000,0.000000,true
512,512,7,sobel,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.881540,12.702200,13.289000,0.208928,0.201210,0.199648,0.202624,0.000998,3.225010,3.223448,3.226424,0.000998,1.061600,1.041700,0.541500,0.379000,64.020505,3.994264,1.994335,127.678364,0.000000,0.000000,true
512,512,7,sobel,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,25690112,12.881540,12.702200,13.289000,0.208928,0.146355,0.145408,0.147744,0.000976,1.828155,1.827208,1.829544,0.000976,0.133500,0.613000,0.579000,0.356300,88.015595,7.046196,1.994335,175.532622,0.000000,0.000000,true
512,512,11,box,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,28.940700,28.326200,29.330000,0.370569,0.456563,0.452576,0.466624,0.005095,3.625663,3.621676,3.635724,0.005095,0.443000,1.545500,0.573500,0.607100,63.388157,7.982181,2.192029,138.948666,0.000000,0.000000,true
512,512,11,box,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,28.940700,28.326200,29.330000,0.370569,0.477037,0.469472,0.487424,0.005852,3.689237,3.681672,3.699624,0.005852,0.165000,0.689400,1.316800,1.041000,60.667647,7.844631,2.192029,132.985229,0.000000,0.000000,true
512,512,11,box,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,28.940700,28.326200,29.330000,0.370569,0.316915,0.316480,0.317280,0.000278,2.117215,2.116780,2.117580,0.000278,0.171900,0.657700,0.578800,0.391900,91.320014,13.669229,2.192029,200.176100,0.000000,0.000000,true
512,512,11,box,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,11534336,28.940700,28.326200,29.330000,0.370569,0.122765,0.116992,0.139264,0.008334,2.006265,2.000492,2.022764,0.008334,0.260200,0.601700,0.530800,0.490800,235.741026,14.425165,0.398551,93.954749,0.000000,0.000000,true
512,512,11,gaussian,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,29.911980,28.510200,33.721400,1.941275,0.449862,0.447456,0.452608,0.001692,3.409962,3.407556,3.412708,0.001692,0.938900,0.984100,0.532500,0.504600,66.491399,8.771938,2.120851,141.018339,0.000000,0.000000,true
512,512,11,gaussian,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,29.911980,28.510200,33.721400,1.941275,0.467610,0.460032,0.470880,0.004206,3.370410,3.362832,3.373680,0.004206,0.200100,0.526700,1.219500,0.956500,63.967850,8.874880,2.120851,135.666268,0.000000,0.000000,true
512,512,11,gaussian,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,29.911980,28.510200,33.721400,1.941275,0.319533,0.318080,0.321536,0.001147,1.988133,1.986680,1.990136,0.001147,0.186800,0.639000,0.551700,0.291100,93.611611,15.045263,2.120851,198.536263,0.000000,0.000000,true
512,512,11,gaussian,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,11534336,29.911980,28.510200,33.721400,1.941275,0.121517,0.116736,0.137088,0.007814,1.981817,1.977036,1.997388,0.007814,0.348100,0.627300,0.494200,0.390700,246.155097,15.093211,0.385609,94.919681,0.000000,0.000000,true
512,512,11,sharpen,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,30.262760,28.151900,34.242700,2.209343,0.450131,0.448736,0.451296,0.000868,2.405831,2.404436,2.406996,0.000868,0.235600,0.752400,0.519900,0.447800,67.230976,12.578921,2.096268,140.934127,0.000001,0.000000,true
512,512,11,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,30.262760,28.151900,34.242700,2.209343,0.493235,0.466528,0.573440,0.040671,3.023835,2.997128,3.104040,0.040671,0.292400,0.864100,0.683200,0.690900,61.355637,10.008072,2.096268,128.617844,0.000001,0.000000,true
512,512,11,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,30.262760,28.151900,34.242700,2.209343,0.326547,0.317280,0.342720,0.011382,2.259547,2.250280,2.275720,0.011382,0.204500,0.713700,0.587000,0.427800,92.674995,13.393285,2.096268,194.271603,0.000001,0.000000,true
512,512,11,sobel,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,29.599540,28.478500,30.950000,0.962012,0.451360,0.449088,0.452608,0.001346,2.410660,2.408388,2.411908,0.001346,0.234000,0.696700,0.579000,0.449600,65.578563,12.278604,2.143238,140.550443,0.000000,0.000000,true
512,512,11,sobel,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,29.599540,28.478500,30.950000,0.962012,0.459898,0.458752,0.461024,0.000977,2.764898,2.763752,2.766024,0.000977,0.503800,0.729900,0.673300,0.398000,64.361154,10.705474,2.143238,137.941247,0.000000,0.000000,true
512,512,11,sobel,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,63438848,29.599540,28.478500,30.950000,0.962012,0.321811,0.318816,0.329600,0.003953,2.118611,2.115616,2.126400,0.003953,0.154200,0.656100,0.551600,0.434900,91.977967,13.971200,2.143238,197.130641,0.000000,0.000000,true
1024,1024,3,box,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,13.881000,13.199100,14.526900,0.429334,0.239123,0.232672,0.257888,0.009452,6.318423,6.311972,6.337188,0.009452,0.298300,1.967900,2.359900,1.453200,58.049574,2.196909,1.359727,78.931563,0.000000,0.000000,true
1024,1024,3,box,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,13.881000,13.199100,14.526900,0.429334,0.307008,0.300160,0.327104,0.010173,6.169208,6.162360,6.189304,0.010173,0.204900,1.494500,2.940500,1.222300,45.213806,2.250046,1.359727,61.478424,0.000000,0.000000,true
1024,1024,3,box,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,13.881000,13.199100,14.526900,0.429334,0.246554,0.243232,0.251776,0.003096,4.596854,4.593532,4.602076,0.003096,0.208200,1.577500,1.753800,0.810800,56.300130,3.019674,1.359727,76.552797,0.000000,0.000000,true
1024,1024,3,box,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,12582912,13.881000,13.199100,14.526900,0.429334,0.282918,0.282624,0.283456,0.000321,4.643518,4.643224,4.644056,0.000321,0.456300,1.586300,1.504000,0.814000,49.063617,2.989328,0.906485,44.475411,0.000000,0.000000,true
1024,1024,3,gaussian,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,14.226900,13.627800,15.472500,0.655499,0.229523,0.228992,0.230688,0.000609,5.101023,5.100492,5.102188,0.000609,1.086000,1.825300,1.370900,0.589300,61.984584,2.789029,1.326668,82.232942,0.000000,0.000000,true
1024,1024,3,gaussian,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,14.226900,13.627800,15.472500,0.655499,0.274829,0.272704,0.279840,0.002554,5.373729,5.371604,5.378740,0.002554,1.023400,1.917100,1.450800,0.707600,51.766409,2.647491,1.326668,68.676821,0.000000,0.000000,true
1024,1024,3,gaussian,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,14.226900,13.627800,15.472500,0.655499,0.241741,0.239616,0.245344,0.002053,5.147141,5.145016,5.150744,0.002053,1.093300,1.673800,1.440400,0.697900,58.851877,2.764039,1.326668,78.076882,0.000000,0.000000,true
1024,1024,3,gaussian,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,12582912,14.226900,13.627800,15.472500,0.655499,0.288736,0.286080,0.290816,0.001524,6.771136,6.768480,6.773216,0.001524,0.658100,3.508700,1.384800,0.930800,49.273038,2.101110,0.884445,43.579297,0.000000,0.000000,true
1024,1024,3,sharpen,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,14.249440,13.623300,14.710100,0.406676,0.229568,0.229088,0.230048,0.000324,5.426768,5.426288,5.427248,0.000324,1.236600,1.892400,1.304800,0.763400,62.070672,2.625769,1.324569,82.216895,0.000001,0.000000,true
1024,1024,3,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,14.249440,13.623300,14.710100,0.406676,0.274854,0.271296,0.278528,0.002381,5.057354,5.053796,5.061028,0.002381,1.022300,1.827800,1.355300,0.577100,51.843595,2.817568,1.324569,68.670424,0.000001,0.000000,true
1024,1024,3,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,14.249440,13.623300,14.710100,0.406676,0.248166,0.243584,0.262688,0.007310,5.267766,5.263184,5.282288,0.007310,1.201700,1.909000,1.339800,0.569100,57.418892,2.705025,1.324569,76.055291,0.000001,0.000000,true
1024,1024,3,sobel,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,13.849240,13.228900,14.447000,0.440458,0.244621,0.231424,0.286688,0.021145,6.396521,6.383324,6.438588,0.021145,0.301500,1.920100,2.936800,0.993500,56.615136,2.165121,1.362845,77.157657,0.000000,0.000000,true
1024,1024,3,sobel,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,13.849240,13.228900,14.447000,0.440458,0.287584,0.277216,0.304672,0.012435,6.139184,6.128816,6.156272,0.012435,0.210000,1.982500,2.943900,0.715200,48.157200,2.255876,1.362845,65.630801,0.000000,0.000000,true
1024,1024,3,sobel,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,18874368,13.849240,13.228900,14.447000,0.440458,0.251821,0.247616,0.265728,0.006999,6.721021,6.716816,6.734928,0.006999,0.230300,1.956400,3.589600,0.692900,54.996411,2.060586,1.362845,74.951586,0.000000,0.000000,true
1024,1024,5,box,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,29.866300,28.713800,31.688400,0.990205,0.448653,0.422336,0.485632,0.021914,5.566853,5.540536,5.603832,0.021914,0.358100,1.709500,2.350700,0.699900,66.568847,5.365024,1.755450,116.858291,0.000000,0.000000,true
1024,1024,5,box,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,29.866300,28.713800,31.688400,0.990205,0.467962,0.453760,0.516096,0.024222,6.029662,6.015460,6.077796,0.024222,0.327100,1.746100,2.738400,0.750100,63.822117,4.953230,1.755450,112.036544,0.000000,0.000000,true
1024,1024,5,box,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,29.866300,28.713800,31.688400,0.990205,0.379046,0.373760,0.383104,0.003630,5.192346,5.187060,5.196404,0.003630,0.550300,1.874000,1.673900,0.715100,78.793256,5.751985,1.755450,138.317631,0.000000,0.000000,true
1024,1024,5,box,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,20971520,29.866300,28.713800,31.688400,0.990205,0.269382,0.266240,0.274464,0.002723,6.064182,6.061040,6.069264,0.002723,0.530200,1.457100,2.095000,1.712500,110.869528,4.925033,0.702180,77.850370,0.000000,0.000000,true
1024,1024,5,gaussian,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,35.219100,30.374300,40.502400,4.235428,0.406925,0.405472,0.408928,0.001154,6.487925,6.486472,6.489928,0.001154,0.536600,3.427100,1.520800,0.596500,86.549406,5.428408,1.488647,128.841495,0.000000,0.000000,true
1024,1024,5,gaussian,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,35.219100,30.374300,40.502400,4.235428,0.447347,0.446464,0.449920,0.001339,5.522847,5.521964,5.525420,0.001339,1.157900,1.602800,1.518000,0.796800,78.728782,6.376983,1.488647,117.199348,0.000000,0.000000,true
1024,1024,5,gaussian,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,35.219100,30.374300,40.502400,4.235428,0.371040,0.368384,0.372768,0.001697,4.505940,4.503284,4.507668,0.001697,0.399600,1.401600,1.573600,0.760100,94.919954,7.816149,1.488647,141.302284,0.000000,0.000000,true
1024,1024,5,gaussian,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,20971520,35.219100,30.374300,40.502400,4.235428,0.267942,0.265152,0.273632,0.002987,6.037442,6.034652,6.043132,0.002987,0.604600,3.057900,1.489100,0.617900,131.442803,5.833447,0.595459,78.268763,0.000000,0.000000,true
1024,1024,5,sharpen,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,31.172700,29.808400,33.186500,1.212132,0.411168,0.408448,0.415744,0.002487,6.226168,6.223448,6.230744,0.002487,0.375100,1.532900,2.290100,1.616900,75.814994,5.006723,1.681882,127.511866,0.000001,0.000000,true
1024,1024,5,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,31.172700,29.808400,33.186500,1.212132,0.455181,0.446560,0.463008,0.005891,5.556381,5.547760,5.564208,0.005891,0.243800,1.734800,2.540900,0.581700,68.484216,5.610253,1.681882,115.182364,0.000001,0.000000,true
1024,1024,5,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,31.172700,29.808400,33.186500,1.212132,0.377267,0.373344,0.385056,0.004081,6.614267,6.610344,6.622056,0.004081,0.327800,1.494900,3.713200,0.701100,82.627646,4.712948,1.681882,138.969942,0.000001,0.000000,true
1024,1024,5,sobel,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,29.205040,28.132400,30.508000,0.762075,0.405914,0.405472,0.407552,0.000819,4.771014,4.770572,4.772652,0.000819,0.448800,1.323500,1.595400,0.997400,71.948908,6.121349,1.795197,129.162463,0.000000,0.000000,true
1024,1024,5,sobel,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,29.205040,28.132400,30.508000,0.762075,0.449734,0.444992,0.456896,0.004611,4.782934,4.778192,4.790096,0.004611,0.234300,1.468900,1.634300,0.995700,64.938417,6.106093,1.795197,116.577250,0.000000,0.000000,true
1024,1024,5,sobel,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,52428800,29.205040,28.132400,30.508000,0.762075,0.367949,0.365504,0.370464,0.001710,5.064549,5.062104,5.067064,0.001710,0.214500,1.471900,1.909800,1.100400,79.372565,5.766563,1.795197,142.489390,0.000000,0.000000,true
1024,1024,7,box,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,58.444760,52.895700,67.972000,5.662439,0.747219,0.743424,0.753664,0.003778,7.993319,7.989524,7.999764,0.003778,1.776600,2.195000,2.161000,1.113500,78.216352,7.311701,1.758249,137.523831,0.000000,0.000000,true
1024,1024,7,box,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,58.444760,52.895700,67.972000,5.662439,0.788160,0.776256,0.815104,0.014218,5.864160,5.852256,5.891104,0.014218,0.234300,1.553500,2.473000,0.815200,74.153420,9.966433,1.758249,130.380186,0.000000,0.000000,true
1024,1024,7,box,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,58.444760,52.895700,67.972000,5.662439,0.564998,0.551840,0.587072,0.013530,5.125798,5.112640,5.147872,0.013530,0.475400,1.825100,1.658400,0.601900,103.442346,11.402079,1.758249,181.877414,0.000000,0.000000,true
1024,1024,7,box,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,29360128,58.444760,52.895700,67.972000,5.662439,0.374048,0.360064,0.397312,0.013190,6.028548,6.014564,6.051812,0.013190,1.167800,1.708500,1.692900,1.085300,156.249358,9.694666,0.502357,78.492942,0.000000,0.000000,true
1024,1024,7,gaussian,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,62.771560,59.346500,66.912700,2.546077,0.790810,0.769920,0.807744,0.014799,22.423610,22.402720,22.440544,0.014799,13.861800,2.067800,3.084000,2.619200,79.376324,2.799351,1.637054,129.943348,0.000000,0.000000,true
1024,1024,7,gaussian,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,62.771560,59.346500,66.912700,2.546077,0.902182,0.779456,1.273888,0.187309,10.529982,10.407256,10.901688,0.187309,0.957500,3.648200,4.211000,0.811100,69.577459,5.961222,1.637054,113.902074,0.000000,0.000000,true
1024,1024,7,gaussian,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,62.771560,59.346500,66.912700,2.546077,0.564083,0.548416,0.602112,0.019889,8.248383,8.232716,8.286412,0.019889,1.343500,3.649700,1.871100,0.820000,111.280675,7.610165,1.637054,182.172500,0.000000,0.000000,true
1024,1024,7,gaussian,cuda_separable,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,29360128,62.771560,59.346500,66.912700,2.546077,0.359680,0.354880,0.365152,0.003717,5.287180,5.282380,5.292652,0.003717,1.143500,1.708400,1.388900,0.686700,174.520575,11.872408,0.467730,81.628470,0.000000,0.000000,true
1024,1024,7,sharpen,cuda_naive_global_memory,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,53.069280,51.701600,54.594800,1.017212,0.746758,0.743776,0.749792,0.002283,5.831758,5.828776,5.834792,0.002283,0.285300,1.732200,2.184200,0.883300,71.066196,9.100048,1.936345,137.608691,0.000001,0.000000,true
1024,1024,7,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,53.069280,51.701600,54.594800,1.017212,0.797722,0.775808,0.809600,0.011855,5.351122,5.329208,5.363000,0.011855,0.390900,2.089800,1.425000,0.647700,66.526067,9.917412,1.936345,128.817434,0.000001,0.000000,true
1024,1024,7,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce GTX 1650 with Max-Q Design",5,102760448,53.069280,51.701600,54.594800,1.017212,0.550624,0.546816,0.560544,0.005127,5.845724,5.841916,5.855644,0.005127,1.080200,2.133200,1.419800,0.661900,96.380252,9.078307,1.936345,186.625443,0.000001,0.000000,true
